timestamp_iso,source,ecg1,ecg2,spo2_wave,resp_wave,heart_rate,systolic,diastolic,mean_pressure,pulse_rate,spo2,respiration_rate,temperature1,temperature2,cuff_pressure,raw_hex
2026-09-03T17:55:03.415Z,simulation,0.20944,0.22325,0.28687,0.72031,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.434Z,simulation,0.27594,0.26686,0.25187,0.00000,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.455Z,simulation,0.33406,0.27714,0.21495,0.76515,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.476Z,simulation,0.34653,0.24249,0.18103,0.00000,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.495Z,simulation,0.30238,0.19660,0.15320,0.80655,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.515Z,simulation,0.23722,0.14741,0.13253,0.00000,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.535Z,simulation,0.16999,0.09103,0.11853,0.84433,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.555Z,simulation,0.11545,0.05448,0.10983,0.00000,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.574Z,simulation,0.07876,0.04896,0.10486,0.87832,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.595Z,simulation,0.04339,0.02985,0.10223,0.00000,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.614Z,simulation,0.04028,0.02199,0.10096,0.90836,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.635Z,simulation,0.02093,0.03086,0.10038,0.00000,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.655Z,simulation,0.03342,0.01673,0.10014,0.93433,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.675Z,simulation,0.02714,0.02656,0.10005,0.00000,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.695Z,simulation,0.03314,0.02185,0.10002,0.95610,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.715Z,simulation,0.02242,0.03339,0.10000,0.00000,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.736Z,simulation,0.02568,0.01771,0.10000,0.97358,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.755Z,simulation,0.01973,0.01885,0.10000,0.00000,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.775Z,simulation,0.01755,0.01790,0.32152,0.98669,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.795Z,simulation,0.02662,0.03001,0.43891,0.00000,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.815Z,simulation,0.02179,0.02739,0.57876,0.99536,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.835Z,simulation,0.03695,0.04146,0.72449,0.00000,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.855Z,simulation,0.06049,0.07973,0.85217,0.99957,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.875Z,simulation,0.09328,0.11892,0.93654,0.00000,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.895Z,simulation,0.13393,0.11779,0.95911,0.99929,72,120,78,92,72,98,16,36.7,36.9,0,
2026-09-03T17:55:03.915Z,simulation,0.13916,0.06952,0.91475,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:03.935Z,simulation,0.06329,0.03846,0.72043,0.99452,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:03.955Z,simulation,0.02917,0.02909,0.57368,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:03.975Z,simulation,0.02977,0.02063,0.43525,0.98529,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:03.995Z,simulation,0.02968,0.01650,0.32256,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.015Z,simulation,0.00274,-0.10342,0.24137,0.97163,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.034Z,simulation,-0.15153,0.09812,0.18316,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.055Z,simulation,0.22468,0.82504,0.13076,0.95361,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.075Z,simulation,0.90848,-0.19774,0.08748,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.095Z,simulation,-0.28498,-0.08865,0.09189,0.93131,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.115Z,simulation,-0.09978,0.02892,0.15964,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.135Z,simulation,0.02610,0.03769,0.24530,0.90483,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.155Z,simulation,0.03005,0.05166,0.30302,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.175Z,simulation,0.06391,0.07640,0.32687,0.87428,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.195Z,simulation,0.09878,0.12302,0.32657,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.215Z,simulation,0.15500,0.17306,0.30888,0.83981,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.235Z,simulation,0.22888,0.23676,0.27885,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.255Z,simulation,0.29798,0.25982,0.24234,0.80157,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.275Z,simulation,0.34131,0.26406,0.20530,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.295Z,simulation,0.33430,0.23067,0.17241,0.75973,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.315Z,simulation,0.28992,0.17973,0.14628,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.335Z,simulation,0.20973,0.11577,0.12749,0.71447,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.355Z,simulation,0.13783,0.07866,0.11518,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.376Z,simulation,0.09443,0.04107,0.10779,0.66601,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.395Z,simulation,0.04629,0.02480,0.10372,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.415Z,simulation,0.02693,0.01120,0.10165,0.61456,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.435Z,simulation,0.01021,0.00427,0.10068,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.455Z,simulation,0.01009,0.01999,0.10026,0.56035,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.475Z,simulation,0.00426,0.00502,0.10009,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.495Z,simulation,0.01572,0.00227,0.10003,0.50362,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.515Z,simulation,0.00989,0.01292,0.10001,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.535Z,simulation,-0.00106,0.00548,0.10000,0.44464,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.556Z,simulation,0.00449,0.00499,0.10000,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.575Z,simulation,0.00401,0.01013,0.27200,0.38365,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.595Z,simulation,0.01264,0.01039,0.37593,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.615Z,simulation,0.00633,0.01210,0.50782,0.32094,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.635Z,simulation,0.00493,0.01934,0.65532,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.655Z,simulation,0.01797,0.04313,0.79668,0.25680,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.675Z,simulation,0.06395,0.07013,0.90525,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.695Z,simulation,0.10534,0.09187,0.95753,0.19149,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.715Z,simulation,0.12599,0.06760,0.94139,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.735Z,simulation,0.07440,0.03568,0.86073,0.12533,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.755Z,simulation,0.03182,0.01135,0.73405,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.775Z,simulation,0.01444,-0.00952,0.58775,0.05861,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.795Z,simulation,0.00090,-0.00193,0.44761,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.814Z,simulation,-0.01096,-0.00528,0.33199,-0.00838,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.835Z,simulation,-0.01476,-0.11977,0.24791,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.855Z,simulation,-0.17511,0.00988,0.18825,-0.07533,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.876Z,simulation,0.08768,0.86562,0.13577,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.895Z,simulation,1.01706,-0.18758,0.09028,-0.14194,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.915Z,simulation,-0.29048,-0.15255,0.08845,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.935Z,simulation,-0.16376,-0.01926,0.15137,-0.20791,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.955Z,simulation,-0.00088,-0.00231,0.23788,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.975Z,simulation,0.00029,0.02082,0.29908,-0.27295,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:04.994Z,simulation,0.02719,0.03666,0.32577,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.015Z,simulation,0.05814,0.08733,0.32743,-0.33677,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.035Z,simulation,0.11303,0.13318,0.31119,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.055Z,simulation,0.19987,0.18999,0.28211,-0.39907,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.075Z,simulation,0.25459,0.22947,0.24596,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.094Z,simulation,0.29174,0.23916,0.20873,-0.45958,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.114Z,simulation,0.30502,0.19440,0.17529,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.135Z,simulation,0.25277,0.15911,0.14846,-0.51803,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.155Z,simulation,0.19641,0.09908,0.12899,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.175Z,simulation,0.11398,0.05355,0.11612,-0.57415,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.195Z,simulation,0.06763,0.01870,0.10833,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.215Z,simulation,0.01901,-0.00263,0.10400,-0.62769,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.235Z,simulation,-0.01029,-0.01364,0.10179,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.255Z,simulation,-0.01638,-0.01967,0.10074,-0.67842,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.275Z,simulation,-0.02282,-0.02001,0.10029,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.295Z,simulation,-0.01481,-0.03009,0.10010,-0.72609,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.315Z,simulation,-0.02660,-0.01649,0.10003,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.335Z,simulation,-0.02590,-0.01398,0.10001,-0.77051,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.355Z,simulation,-0.02448,-0.01521,0.10000,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.375Z,simulation,-0.01707,-0.02361,0.10000,-0.81147,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.395Z,simulation,-0.01679,-0.02376,0.26367,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.415Z,simulation,-0.02659,-0.01592,0.36464,-0.84879,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.435Z,simulation,-0.01524,-0.01571,0.49422,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.455Z,simulation,-0.01340,-0.00758,0.64104,-0.88229,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.475Z,simulation,-0.00932,0.00311,0.78412,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.496Z,simulation,0.02949,0.04219,0.89697,-0.91183,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.515Z,simulation,0.06622,0.06761,0.95540,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.535Z,simulation,0.09107,0.05258,0.94592,-0.93728,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.555Z,simulation,0.06027,0.01260,0.87084,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.575Z,simulation,0.01402,-0.01817,0.74749,-0.95852,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.595Z,simulation,-0.00747,-0.02431,0.60188,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.615Z,simulation,-0.01403,-0.02319,0.46019,-0.97546,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.635Z,simulation,-0.02445,-0.02314,0.34172,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.655Z,simulation,-0.02875,-0.13333,0.25468,-0.98801,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.675Z,simulation,-0.18211,-0.04613,0.19339,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.695Z,simulation,-0.00235,0.86205,0.14080,-0.99613,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.715Z,simulation,1.07874,-0.16315,0.09349,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.735Z,simulation,-0.26942,-0.18610,0.08567,-0.99978,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.755Z,simulation,-0.20529,-0.02878,0.14333,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.775Z,simulation,-0.03018,-0.00680,0.23020,-0.99894,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.795Z,simulation,-0.01106,-0.00563,0.29482,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.815Z,simulation,0.00709,0.02432,0.32445,-0.99361,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.836Z,simulation,0.04491,0.07281,0.32813,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.855Z,simulation,0.10824,0.12073,0.31339,-0.98382,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.875Z,simulation,0.17917,0.17769,0.28530,0.00000,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.894Z,simulation,0.24271,0.22701,0.24956,-0.96962,73,120,78,92,73,98,16,36.7,36.9,0,
2026-09-03T17:55:05.915Z,simulation,0.28806,0.22067,0.21220,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:05.935Z,simulation,0.19448,0.08530,0.12954,-0.80902,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:05.955Z,simulation,0.12011,0.04823,0.11633,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:05.975Z,simulation,0.05809,0.01238,0.10837,-0.76515,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:05.995Z,simulation,0.02336,-0.00400,0.10398,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.015Z,simulation,-0.00821,-0.01518,0.10176,-0.71740,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.035Z,simulation,-0.02068,-0.01630,0.10072,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.055Z,simulation,-0.02191,-0.02466,0.10027,-0.66601,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.074Z,simulation,-0.00721,-0.02014,0.10010,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.096Z,simulation,-0.00905,-0.00955,0.10003,-0.61125,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.115Z,simulation,-0.01953,-0.00963,0.10001,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.135Z,simulation,-0.00784,-0.00708,0.10000,-0.55339,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.155Z,simulation,-0.00744,-0.01196,0.10000,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.175Z,simulation,-0.02121,-0.01792,0.27505,-0.49273,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.195Z,simulation,-0.01062,-0.01578,0.38167,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.215Z,simulation,-0.01380,-0.01386,0.51664,-0.42957,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.235Z,simulation,0.00193,0.01185,0.66651,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.255Z,simulation,0.00937,0.02488,0.80807,-0.36423,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.275Z,simulation,0.04273,0.07674,0.91354,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.295Z,simulation,0.10554,0.07803,0.95924,-0.29704,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.315Z,simulation,0.11098,0.06257,0.93427,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.335Z,simulation,0.06813,0.01855,0.84477,-0.22835,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.354Z,simulation,0.01592,-0.00168,0.71159,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.375Z,simulation,-0.00407,-0.00443,0.56268,-0.15850,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.395Z,simulation,-0.00138,-0.00997,0.42400,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.415Z,simulation,-0.00645,-0.02159,0.31279,-0.08785,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.435Z,simulation,-0.02712,-0.15024,0.23372,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.455Z,simulation,-0.17506,0.19013,0.17632,-0.01675,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.475Z,simulation,0.38909,0.60624,0.12335,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.494Z,simulation,0.59574,-0.25943,0.08390,0.05443,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.515Z,simulation,-0.34401,-0.06325,0.09962,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.535Z,simulation,-0.06271,0.01217,0.17597,0.12533,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.555Z,simulation,0.00632,0.01720,0.25969,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.575Z,simulation,0.02182,0.03435,0.31060,0.19560,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.595Z,simulation,0.06039,0.07221,0.32860,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.615Z,simulation,0.09084,0.12750,0.32373,0.26488,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.635Z,simulation,0.16719,0.18840,0.30222,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.656Z,simulation,0.24446,0.23765,0.26948,0.33282,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.675Z,simulation,0.30089,0.24876,0.23176,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.695Z,simulation,0.32209,0.24554,0.19502,0.39907,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.715Z,simulation,0.30508,0.21461,0.16357,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.736Z,simulation,0.26054,0.15882,0.13945,0.46330,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.755Z,simulation,0.19247,0.09274,0.12271,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.775Z,simulation,0.11875,0.06723,0.11213,0.52517,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.795Z,simulation,0.06554,0.03164,0.10601,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.815Z,simulation,0.03153,0.02509,0.10276,0.58439,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.836Z,simulation,0.03327,0.01076,0.10118,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.855Z,simulation,0.01335,0.01991,0.10047,0.64065,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.875Z,simulation,0.02095,0.02445,0.10017,0.00000,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.895Z,simulation,0.02099,0.01548,0.10006,0.69365,74,120,78,92,74,98,17,36.7,36.9,0,
2026-09-03T17:55:06.915Z,simulation,0.01314,0.01444,0.10002,0.00000,74,120,78,92,74,99,17,36.7,36.9,0,
2026-09-03T17:55:06.935Z,simulation,0.01684,0.01858,0.10001,0.74314,74,120,78,92,74,99,17,36.7,36.9,0,
2026-09-03T17:55:06.954Z,simulation,0.02118,0.01807,0.10000,0.00000,74,120,78,92,74,99,17,36.7,36.9,0,
2026-09-03T17:55:06.975Z,simulation,0.01545,0.00990,0.10000,0.78887,74,120,78,92,74,99,17,36.7,36.9,0,
2026-09-03T17:55:06.995Z,simulation,0.02257,0.02505,0.32010,0.00000,74,120,78,92,74,99,17,36.7,36.9,0,
2026-09-03T17:55:07.014Z,simulation,0.02389,0.01424,0.44072,0.83060,74,120,78,92,74,99,17,36.7,36.9,0,
2026-09-03T17:55:07.035Z,simulation,0.02322,0.01851,0.58486,0.00000,74,120,78,92,74,99,17,36.7,36.9,0,
